# ---------------------------------------------------------------------------
# 
# This file contains the Human Interactome used in:
# 
# Uncovering Disease-Disease Relationships Through The Human Interactome
#
# by Joerg Menche, Amitabh Sharma, Maksim Kitsak, Susan Dina
#    Ghiassian, Marc Vidal, Joseph Loscalzo & Albert-Laszlo Barabasi
#
#
# FILE FORMAT: 3 tab-separated columns, 3rd column contains
# semicolon-separated sub-entries
#
# Each line in the table correponds to one interaction
# Columns 1 & 2 give the gene IDs of the two interacting proteins. 
# Column 3 gives the type of the interation, compare with SOM Section 1.1.1:
# (i)   regulatory
# (ii)  binary
# (iii) literature
# (iv)  metabolic
# (v)   complexes
# (vi)  kinase
# (vii) signaling
#
# ---------------------------------------------------------------------------
# gene_ID_1	 gene_ID_2	data_source(s)
213	629	literature
5291	7024	literature
10025	9441	complexes;literature
5891	6286	literature
10379	10379	literature
25828	4110	binary
5819	9551	binary;literature;signaling
3500	3500	literature
79571	9702	binary
2885	4340	literature
2205	3698	literature;signaling
79092	9319	binary;literature;signaling
4666	5321	signaling
207	4846	literature;signaling;kinase
66036	9111	binary
3164	5054	regulatory
408	4734	literature
10946	7307	complexes;literature;signaling
2512	3827	literature;signaling
147687	5987	binary
10891	7392	literature;signaling
1017	6135	kinase
1956	58	literature;signaling
54472	54959	binary;literature
55210	55969	literature
85479	92840	binary
64105	91687	complexes
6638	8487	literature
2934	5747	literature
23191	8936	literature
54606	6161	literature
10320	401508	binary
1271	2885	binary;literature
170506	2932	literature
2033	595	literature;signaling
8473	90326	literature
10982	22976	binary
10488	113452	binary
4831	6418	literature
122481	51251	metabolic
25978	79643	complexes
4860	51251	metabolic
6187	9733	literature
255626	6418	literature
2909	5921	literature;signaling
10459	51225	binary
10210	26135	literature
5798	5802	binary;literature;signaling
128821	386682	binary
11136	6476	metabolic
2010	478	literature
253430	5331	metabolic
5685	5691	complexes;literature
200081	80817	binary
1459	638	kinase
6633	6633	literature
5341	5579	kinase
64326	8450	literature
6165	64969	literature
8896	9129	complexes
4125	4126	metabolic
2932	57179	signaling
2091	55695	literature
6721	8671	literature
6045	84148	literature
10291	10713	complexes
10992	11103	literature
1725	7697	binary
5595	7272	kinase
26156	72	complexes
116173	79863	binary
8354	8359	literature
11345	23102	literature
5610	6885	literature;signaling
10262	55599	complexes
5694	7277	literature
5159	9351	binary;literature
4580	51643	literature
51729	9410	complexes
55644	79803	signaling
5476	8972	metabolic
653499	771	literature
1080	3315	literature
51422	5564	literature
4738	6202	literature
112483	26	metabolic
388677	765	binary
84292	9343	complexes
2968	5433	complexes
23350	24144	complexes
4536	4726	complexes
7170	7170	binary;literature
506	522	complexes
3507	3848	literature
55660	55740	literature;signaling
8065	9978	complexes;literature;signaling;binary
1912	648	binary;literature;signaling;complexes
928	952	literature;signaling
5496	57461	complexes
6635	9785	complexes
2984	8654	metabolic
28973	9801	complexes
10921	81669	literature
4188	84775	binary;literature
129880	8738	binary
310	51150	signaling
4791	801	literature
4694	4704	complexes
23013	3065	literature;signaling
10286	24144	complexes
1676	3002	literature;signaling
388677	7106	binary
8452	898	literature;signaling
1017	6830	kinase
11091	1822	binary;literature;signaling
1832	54477	literature
23091	51593	complexes
23424	5128	literature;signaling
4852	5367	literature;signaling
4752	7409	literature
23024	659	literature;signaling
29979	7335	binary
3281	9821	literature
3326	7138	signaling
6122	6164	complexes
1956	23294	binary;literature
6667	6709	literature
11116	5515	literature
22938	3516	complexes;literature;signaling;binary
51021	6222	literature
10963	1956	literature
6203	79109	literature
122704	54148	complexes
23030	84246	binary;literature;signaling
55089	6622	literature
2653	7704	binary;literature;signaling
6144	9329	literature
5013	85291	binary
57562	9446	binary;literature;signaling
10425	10477	binary;literature
22907	57835	literature
14	8553	binary
6635	9879	complexes
27342	79036	binary;literature;signaling
6143	6173	complexes
166012	55454	metabolic
309	4869	literature
23281	55337	binary
7391	79666	binary
2768	7253	literature;signaling
51729	84816	binary;literature;signaling
4134	983	literature;signaling;kinase
51081	54148	complexes
22827	22985	complexes
1647	5764	signaling
6156	6323	literature
25	7535	literature;signaling;kinase
4163	8189	literature
10657	5295	complexes;literature;signaling
1951	25	binary;literature
6146	6749	literature
4897	4897	literature
84069	84445	binary
196	8648	literature;signaling
80349	9652	complexes
1017	596	literature;signaling
10642	2975	literature
10362	3866	binary
2275	353323	binary
1788	29947	literature;signaling
2185	28964	literature
1649	4783	signaling
10241	54927	binary
23521	6122	complexes;literature
23517	5518	literature
9526	9643	literature
5866	5866	binary;literature
5581	774	literature
4713	7381	metabolic
2017	2260	kinase
5501	55869	literature
10301	10980	binary;literature;signaling
257364	8751	literature
10285	80279	literature
4904	6635	complexes;literature
4188	55049	binary;literature;signaling
55681	6156	complexes
240	93426	binary
1387	1879	literature;signaling
26122	60	literature
114034	55324	binary;literature;signaling
2923	821	literature;signaling
10492	79084	literature
10728	2242	literature
3846	6386	binary
1400	57142	binary;literature;signaling
6154	6160	complexes;literature
4736	7307	complexes
4790	84617	literature
1398	5599	literature;signaling
2885	4678	literature
10110	2309	kinase
22826	94104	complexes
26589	79590	complexes
4915	8440	literature;signaling
25962	57187	complexes
3184	8663	literature
2597	6146	literature
22981	79088	binary;literature;signaling
388698	6175	literature
2274	8548	binary
1432	1915	binary;literature
2894	57120	literature;signaling
7082	9076	literature;signaling
207	6198	binary;literature;signaling
2120	25942	literature;signaling
10576	441241	complexes
51191	6207	literature
1191	3952	literature;signaling
7155	7341	literature;signaling
883	8942	metabolic
55827	64750	binary;literature
6207	8065	literature
29948	5966	binary
3159	55170	binary;literature
253260	3611	binary;literature
6132	8487	literature
831	8497	literature;signaling
6134	6159	complexes;literature
10915	94104	complexes
1742	5793	literature;signaling
55749	84246	literature
4286	6688	literature;signaling
5582	65108	kinase
348235	5521	literature
18	501	metabolic
54476	7099	literature;signaling
51191	6122	literature
4088	6497	complexes;literature;signaling;binary
116173	4005	binary
545	5805	literature
10488	84102	binary
55681	6130	complexes
10318	9043	literature
415117	6812	binary
1636	186	literature
3837	5333	binary;literature;signaling
23020	23451	complexes;literature
1655	22827	complexes
79038	9659	binary
4174	6133	literature
10642	1915	complexes;literature
57787	84552	literature
1398	51375	binary;literature
5111	63967	literature
3551	6128	literature
23130	23710	literature
3312	6950	literature
64783	6629	complexes
4512	6647	metabolic
6171	6194	complexes
80817	84289	binary
4215	51232	literature
11068	9094	binary;literature
10713	11052	complexes
11156	6745	literature
5082	6950	literature
2771	8663	literature
11315	84464	literature
219	2571	metabolic
5693	5708	complexes;literature
11224	5042	literature
147687	55521	binary
92	92	literature
2885	2944	literature
100529067	1107	literature
10189	8899	complexes
202559	6818	binary
10294	293	literature
94104	9416	complexes
55929	64431	literature
1029	3106	literature
476	8890	literature
387	392	binary;literature;signaling
60490	79717	metabolic
23139	7083	signaling
1856	8312	literature;signaling
23265	582	binary;literature
6128	6612	literature
153	9495	complexes
2099	595	literature;signaling
340061	9641	literature
11103	50628	literature
25873	6203	complexes
23295	7324	binary;literature
224	92483	metabolic
10382	7133	literature
6399	9189	binary;literature
2224	4597	metabolic
3312	9868	literature
4004	80817	binary
2281	657	literature
10570	5800	signaling
10419	6188	literature
55131	6133	complexes
10291	6427	complexes
3383	6233	literature
10201	3704	metabolic
6147	6152	complexes;literature
3014	6188	literature
2475	6774	literature
10482	5976	complexes
3326	6224	literature
79661	8566	complexes
1018	1163	literature
11338	7536	complexes;literature;signaling;binary
2353	333	literature
1409	3315	literature
3490	3630	literature;signaling
167227	23649	binary;literature;signaling
7756	9716	complexes
4292	83990	binary;literature
7205	81570	binary
50813	51138	complexes;literature
3192	7846	complexes
1915	6128	complexes;literature
1025	273	kinase
27030	7531	literature
51184	55090	literature
5981	8243	literature
213	7018	literature
2051	56658	binary
175	3482	literature
10236	5411	complexes
22907	8841	literature
51619	54941	binary;literature
1477	25885	literature
5094	6157	literature
1081	5764	binary;literature;signaling
2006	4015	literature
1869	23411	literature
1642	8467	complexes
4322	7078	literature
1387	2113	literature;signaling
5359	65989	binary;literature
1459	466	literature;signaling;kinase
10342	81552	binary;literature
1499	57471	literature
4110	55619	binary
4236	57703	complexes
2099	7068	literature;signaling
10642	4343	literature
10245	10469	complexes
4644	9229	literature
6158	9045	complexes;literature
498	6203	literature
7307	79002	complexes
55536	58500	binary
58509	64783	complexes
4171	6117	literature;signaling
10262	26824	literature
10992	6137	literature
399979	5798	binary;literature
4214	7846	literature
213	3854	literature
6239	7341	literature
10912	90007	signaling
10564	5576	literature;signaling
100532731	100532731	literature
23476	5982	complexes;literature
3106	9188	literature
26986	6741	complexes
118	81631	signaling
25885	6175	literature
3309	9861	literature
11224	6128	complexes;literature
3925	5058	kinase
4311	6201	literature
1452	8737	binary;literature
6925	946	binary
117145	207	literature
6625	6732	literature;signaling
1915	6165	complexes;literature
55152	7083	signaling
2290	2661	binary;literature;signaling
386681	8409	binary
5588	6624	kinase
1816	2768	literature;signaling
29979	429	literature;signaling
22954	7334	binary;literature
3566	3717	literature;signaling
386675	5031	binary
23075	9925	binary
6132	6234	complexes
23564	8600	signaling
3304	5886	literature
1272	4851	literature;signaling
51645	988	complexes
3313	5521	literature
1026	51412	signaling
386684	388677	binary
10152	79839	binary
60312	70	literature;signaling
117178	287015	binary
10382	7082	literature
5090	57146	binary
6736	9351	binary;literature;signaling
54460	64979	complexes
5435	55588	literature
1665	56945	literature
26121	51690	complexes
23152	6310	binary;literature;signaling
6152	9513	literature
1892	84676	binary;literature
1869	9792	literature;signaling
4541	4728	complexes
6628	8926	complexes
23020	25949	complexes
23107	55037	literature
4343	6202	literature
10969	6229	complexes
5788	7454	binary;literature
4088	4088	literature
1080	55210	literature
6228	8349	literature
217	4129	metabolic
6597	6605	complexes;literature;signaling
4026	51374	binary;literature
2959	7421	literature;signaling
10006	3636	literature
10733	55835	kinase
51421	55093	binary
1660	5936	literature
637	836	literature;signaling
11222	64975	complexes
2975	3191	literature
5598	8356	kinase
369	673	literature
3948	7915	metabolic
3996	84552	literature
7718	7745	literature
51116	64928	complexes
26986	4791	literature
1739	1740	literature;signaling
11051	22920	signaling
2885	4804	literature;signaling
2770	2825	literature;signaling
100133763	6456	binary
10992	80145	complexes
2173	4782	regulatory
2539	25796	metabolic
7248	7534	literature;signaling
10399	9368	literature
386682	494514	binary
10133	91942	literature
3608	7846	complexes
11151	7327	literature
11335	79019	complexes
4659	5573	literature
293	79084	literature
10152	3190	binary
302	5901	literature
10642	55379	literature
25873	4113	literature
1840	4853	literature;signaling
2890	5568	kinase
3185	6637	complexes
23350	57703	complexes
54819	5774	binary
63908	6616	complexes;literature
3857	999	binary;literature
387	5364	literature
10318	900	binary
3183	6732	complexes;literature
1453	1499	literature;signaling;kinase
3480	4193	literature;signaling
5469	7067	complexes;literature;signaling
386681	54544	binary
4100	64284	binary
2159	5564	binary;literature;signaling
2931	84365	kinase
284695	6139	literature
5930	6606	binary;literature
154313	4188	binary;literature;signaling
4060	4323	literature;signaling
6900	7334	literature
64978	81704	binary
57617	8417	complexes;literature
6672	88	binary
65983	65983	binary
51503	9410	complexes
10891	8648	literature;signaling
5347	696	literature
324	56998	binary;literature
203068	6191	literature
2534	3563	binary;literature
50852	916	literature;signaling
5694	5695	complexes;literature;binary
159989	200081	binary
10048	5468	signaling
4904	6135	complexes;literature
3611	58477	literature
6157	84319	literature
4869	6229	complexes;literature
51069	51258	complexes
116143	50855	literature
6432	9584	complexes
11188	3678	literature;signaling
1406	166	binary
6122	7284	complexes
10643	1660	complexes;literature
10060	3767	literature
51569	51619	literature
27161	7153	literature
29979	51060	binary
10286	10713	complexes
5595	5801	literature;signaling
51593	6629	complexes
1650	293	literature
54532	5687	literature
51116	64432	complexes
5876	5876	literature
4188	55503	binary;literature;signaling
2064	3728	literature;signaling
64064	8802	metabolic
6132	6206	complexes
1729	5311	literature;signaling
28998	51373	complexes
5245	6229	literature
23281	79169	binary
79711	92736	literature
5427	7088	binary;literature;signaling
25996	4163	literature
356	4067	literature
10253	8569	kinase
3092	3092	binary;literature
10891	7068	literature;signaling
22985	84811	complexes
27161	51202	literature
27202	728	literature;signaling
6431	64783	complexes
112812	6196	literature
51663	85015	literature
128229	1838	binary;literature
11075	158078	binary
27339	6431	complexes
201501	2494	regulatory
10642	8087	literature
5621	79033	literature
10419	51649	literature
1635	1841	metabolic
116113	116113	literature
1824	3728	literature
5873	79083	binary;literature
284273	8639	metabolic
219541	6949	literature
1059	8451	complexes
292	3326	literature
26228	7006	signaling
256281	60491	binary
5584	5607	literature;signaling
6230	7311	complexes
2316	8815	literature
5347	5597	signaling
3106	81892	literature
24138	7001	literature
79801	80829	complexes
11156	6836	literature
23649	51236	binary;literature;signaling
5090	5987	binary
10376	2885	literature
6201	8342	complexes
11338	23524	complexes
375	7841	literature
10238	4214	literature
10992	3178	complexes
142685	2885	literature
10181	2597	signaling
2175	9388	literature
220988	4087	literature
3178	3276	literature;signaling
3875	839	literature;signaling
51778	5532	literature;signaling
1915	6232	literature
5706	9097	literature
11187	2810	literature
4671	842	literature;signaling
2629	3938	metabolic
51371	5685	binary;literature
4313	7077	binary;literature;signaling
10006	4703	literature
1499	55966	literature
23204	26003	binary
26191	867	literature
4329	54931	literature
6130	7416	literature
5243	5568	kinase
6187	8971	complexes
152137	3932	kinase
142	891	complexes
1938	6206	complexes
7417	920	literature
10450	6625	complexes
4329	55293	metabolic
51691	55802	binary;literature;signaling
113	5137	metabolic
255877	386675	binary
6170	7311	complexes
57088	6599	literature
221037	6256	literature;signaling
2785	51764	literature
3061	6714	kinase
10253	199834	binary
4116	6629	complexes
3320	7416	literature
51256	8548	binary
84811	9716	complexes
10419	6193	literature
3925	983	literature;signaling;kinase
10482	1857	binary
116173	6386	binary
7381	9377	metabolic
10859	5777	literature
3561	3566	complexes;literature;signaling;binary
26119	351	literature;signaling
5090	7170	binary
7133	7314	literature
2023	6201	literature
116540	51373	complexes
23163	7314	binary;literature
5987	7120	binary
3665	9935	literature
1958	3558	regulatory
4188	4617	literature;signaling
29915	3054	literature
6206	8517	literature
4738	8453	literature;signaling
11074	4100	binary;literature;signaling
287015	3860	binary
1660	5976	literature
5062	5908	literature
5467	8648	signaling
10892	7428	literature
1326	6195	kinase
3299	5599	literature;signaling
2033	2648	literature;signaling
1196	57697	literature
23612	57805	literature
57599	6794	literature
6143	6146	complexes
11284	8604	literature
3190	51645	complexes
6129	9329	literature
4869	5036	literature
10488	132204	binary
3838	5562	kinase
114897	26121	binary
2876	84129	metabolic
8451	9040	literature
2130	553115	binary
10128	7846	literature
4087	55643	binary;literature;signaling
1796	3551	kinase
5469	9441	complexes;literature
3973	9368	literature;signaling
1021	5495	literature;signaling
6233	6233	literature
55210	8717	literature
128308	23107	complexes
10538	1054	signaling
1163	898	complexes
1022	3832	kinase
290	4071	literature
728937	8554	literature
8161	89891	binary
28954	7534	literature;signaling
10291	6667	binary;literature;signaling
197257	219	metabolic
51619	85363	binary;literature
8683	9785	complexes
6294	8148	literature;signaling
5433	5434	complexes;literature;signaling
3717	4192	literature;signaling
5521	6280	literature
10262	57819	complexes
6125	6158	complexes
1019	1028	literature;signaling
28973	51318	complexes
467	468	literature;signaling
1659	84321	complexes
51690	9343	complexes
5528	5531	literature
10421	57819	complexes
1655	5411	complexes
1641	2801	binary
55607	6198	literature
3551	3667	literature;signaling;kinase
1385	672	regulatory;binary;literature;signaling
23244	4609	literature
4089	51588	literature;signaling
9441	9442	complexes;literature
22924	9470	binary
23649	9706	binary;literature;signaling
6167	6176	complexes
11035	11140	literature
3676	4067	literature
54828	8697	binary
6208	9045	complexes;literature
1654	988	complexes
57562	9638	binary;literature;signaling
5696	5696	literature
672	7158	regulatory;literature;signaling
50619	54507	binary
57410	6602	complexes
10208	5313	literature
6733	8233	binary
9260	9491	binary;literature;signaling
11269	6136	literature
2950	387082	literature;signaling
4316	7035	literature;signaling
3665	9636	regulatory
158399	83878	binary
386677	4336	binary
2892	4905	literature;signaling
6129	6155	complexes;literature
29093	64928	complexes
10468	283	binary;literature
22985	23398	complexes
3106	5604	literature
1382	896	literature
4205	836	literature;signaling
6201	6206	complexes;literature
51018	9733	literature
246184	29945	literature
3399	6945	binary;literature
3309	8467	complexes
55355	8365	literature
27231	3679	complexes
51258	6150	complexes
1917	8454	literature
10262	7307	complexes;literature
30968	6188	literature
5684	5694	complexes;literature
10521	9129	complexes
30	6647	metabolic
10445	51366	literature
4602	51586	literature
10524	9643	complexes
4172	6772	literature;signaling
1026	1613	literature;signaling;kinase
4214	8367	literature
55503	6281	literature;signaling
4329	5832	metabolic
1487	9734	literature;signaling
6144	6161	complexes
23013	5335	binary;literature
5290	93974	binary;literature
23641	27343	binary;literature;signaling
24148	4343	complexes
6285	7157	literature;signaling
6636	9454	binary
54507	65989	binary;literature
84246	9477	complexes;literature
6208	6231	complexes
56901	81688	binary;literature
64399	6469	literature;signaling
351	5621	binary;literature
5238	6675	metabolic
5981	672	complexes;literature;signaling
129685	6879	literature
56159	9883	binary;literature;signaling
1869	4899	regulatory
10014	2011	kinase
6595	6599	complexes;literature
55964	6386	binary
1545	1572	metabolic
10189	51176	literature;signaling
6810	9341	binary;literature;complexes
3716	5159	literature
4678	8208	complexes
10661	350	regulatory
4007	6820	binary
2885	7275	literature;signaling
25791	65080	signaling
388677	54544	binary
10567	7905	signaling
6159	8241	literature
10403	220134	literature
1974	6201	literature
10297	8313	literature
51460	8294	literature
6434	91746	literature;signaling
1915	6235	complexes
386676	4223	binary
81631	83734	literature
51645	9416	complexes
5573	65125	literature
7001	7295	literature
5580	65108	kinase
9533	9775	literature
2982	5144	metabolic
3932	5175	literature;signaling;kinase
23534	55290	literature
112609	4158	literature
5250	6138	literature
10856	192669	literature
1387	2122	literature;signaling
142	6256	literature;signaling
185	1956	literature;signaling
10488	4818	binary
9128	988	complexes
10040	23272	binary;literature;signaling
138046	2059	binary
11103	6152	literature
23177	50619	binary
1915	4809	complexes
4155	5578	literature;signaling
6156	7307	complexes
200081	91408	binary
6160	6175	complexes
1017	4999	binary;literature;signaling;kinase
10569	988	complexes
11336	5898	literature
10915	56949	complexes
23012	408	literature
3689	3732	literature;signaling
1398	55114	literature
79840	79840	literature
6863	6869	literature;signaling
6606	6606	binary;literature
22861	835	literature;signaling
118881	220	metabolic
55534	991	literature
26999	55845	literature
332	55143	complexes;literature;binary
1398	2049	literature;signaling
914	966	literature;signaling
6944	816	kinase
8409	8409	binary;literature
8887	9802	binary
2769	59340	literature;signaling
1060	3312	complexes
64968	64975	complexes
81631	9817	literature
331	331	binary;literature
11311	64145	binary;literature
3028	3030	metabolic
4869	6138	complexes;literature
51377	5685	literature
10362	10523	complexes
10114	64689	binary;literature;signaling
4097	7431	binary;literature;signaling
1491	3945	metabolic
23107	51649	complexes;literature
6546	6710	literature
8767	958	literature;signaling
115352	5781	literature
4287	6233	literature
440138	7327	literature
1654	4686	complexes
6128	6189	complexes;literature
1965	5580	literature;signaling
5469	9862	complexes;literature
10618	25865	literature;signaling
28996	5928	complexes
3635	386682	binary
9416	9939	complexes
3456	3725	regulatory
6164	6176	complexes
1029	6521	literature
472	672	complexes;literature;signaling;kinase
57088	8862	binary
3717	5724	literature
6154	6175	complexes;literature
2778	6472	literature
10286	4236	complexes
10228	55823	literature;signaling
4311	83787	literature
2052	4800	regulatory
4905	8411	literature
3178	55299	complexes
5887	8078	literature
10492	3192	complexes;literature
4116	57703	complexes
6165	6727	complexes
11137	6155	complexes
170506	292	literature
54460	65080	complexes
5201	5202	complexes;literature;signaling
1499	4087	literature;signaling
23380	27185	binary;literature
10726	5062	literature
79444	9533	binary
6125	8848	signaling
5428	5428	literature
5888	840	literature;signaling
402	5515	literature
54821	6119	literature
2197	6132	complexes
5700	5719	complexes;literature
56271	5747	literature
84433	868	literature
23236	3632	metabolic
63893	9921	binary;literature
3716	6461	literature;signaling
170506	6135	literature
1856	1856	binary;literature
27043	3164	literature
4513	7384	metabolic
6168	6187	complexes;literature
7531	8350	literature
2885	6203	literature
58	9759	literature
5439	80306	literature
53632	5562	literature
11315	57120	binary
4881	8622	metabolic
3801	64395	binary
26122	55257	complexes;literature
145282	705	binary
10643	23517	complexes
10015	7525	literature
2180	6319	metabolic
6206	6223	complexes;literature
7314	84959	literature;signaling
51428	6628	complexes
23002	3055	signaling
358	5987	binary
1938	8065	literature
4694	84676	binary;literature
5588	7430	kinase
1460	333	signaling
7534	84552	literature
6124	7846	complexes
8451	9785	complexes
5566	6711	literature;signaling;kinase
6613	7159	literature;signaling
10399	6222	literature
158800	4862	literature
7052	7114	literature;signaling
7416	920	literature
10262	10946	complexes;literature
4090	6262	binary;literature;signaling
156	4193	literature
6125	6128	complexes;literature
1936	7178	binary;literature;signaling
1432	5605	kinase
3612	5336	metabolic
23107	26589	complexes
340359	7185	binary
10253	29763	binary
54477	8842	literature
11051	5987	binary
4171	6749	literature
1387	1406	literature;signaling
23521	5042	literature
386681	5027	binary
23786	362	binary
2068	2960	complexes
1616	4046	literature
3183	6124	literature
6477	8650	literature;signaling
7150	9188	complexes;literature
6150	64968	complexes
5435	9412	complexes
7421	9441	complexes
5704	5716	binary;literature;signaling;complexes
51160	57159	binary
51222	6456	signaling
2207	5336	literature;signaling
4163	7247	literature
7430	9693	literature
171483	6133	binary
3297	3337	literature;signaling
4157	8874	binary
1080	3304	literature
10010	3192	literature
253980	79637	binary;literature
6155	6208	complexes;literature
11073	11073	binary;literature
6633	9814	complexes
2353	6908	literature;signaling
6103	8100	literature
1654	3921	literature
126328	4708	complexes
7223	9368	literature;signaling
4603	4802	regulatory
10250	58517	complexes
4171	8290	literature;signaling
8202	8856	literature;signaling
55743	7334	binary;literature
3181	55957	literature
3133	3824	literature;signaling
26973	3320	literature
2885	5621	literature;signaling
5604	6885	kinase
10401	5700	signaling
10900	3646	binary;literature;signaling
5116	55165	literature
4188	7220	literature;signaling
3661	4435	complexes
11017	4686	complexes
28957	65005	complexes
292	4215	literature
1991	2149	literature;signaling
6206	7431	literature
55723	8520	complexes;literature
5296	7529	literature;signaling
55658	7917	binary;literature;signaling
27229	57144	binary;literature;signaling
10465	84321	complexes
7311	8517	literature
5970	8850	binary;literature;signaling
400714	7596	signaling
10726	7077	literature
8363	9759	literature
6189	6193	complexes;literature
164	8907	complexes;literature
7345	9474	literature
4691	60	complexes;literature
221	316	metabolic
27102	5290	signaling
6165	6203	complexes;literature
7417	8668	literature
3077	567	binary;literature;signaling
25844	386682	binary
6147	728937	literature
6187	7316	literature
51065	6169	literature
23421	79682	complexes
10540	23299	literature;signaling
6158	6950	literature
23192	79686	binary;literature;signaling
6173	6188	complexes
4591	9618	literature;signaling
51639	9129	complexes
23139	6233	literature;signaling
5566	9321	literature
23162	3831	literature;signaling
388677	55257	binary
55081	841	literature
2074	7157	literature;signaling
5925	5928	literature;signaling
79595	8453	literature
2923	6559	literature
2885	7376	literature
10642	8971	complexes
8358	9682	literature
7097	8767	literature;signaling
23376	80279	literature
11052	29105	complexes
6387	920	literature;signaling
2185	9600	literature;signaling
79172	80152	complexes
6731	836	literature;signaling
10278	640	binary
5434	5436	complexes;literature;signaling
56259	6696	binary;literature;signaling
2274	64841	signaling
3717	5295	binary;literature;signaling
23126	9146	binary
2776	6915	literature;signaling
10059	23410	binary;literature
4130	4131	literature;signaling
2208	2534	literature;signaling
5019	6391	metabolic
1487	79813	complexes;literature
5122	5367	literature;signaling
147687	83755	binary;literature;signaling
3007	72	complexes
23243	6500	literature
51631	8342	complexes
5265	6745	literature
23028	56658	binary
22827	7532	literature;signaling
51263	79590	complexes
23077	7529	literature
22944	6118	literature
388697	6147	literature
119	5566	literature;signaling;kinase
4591	7133	literature
54932	54932	binary
4088	4303	complexes;literature;signaling
10140	6195	literature
80174	8317	literature;signaling
10419	10642	literature
10538	10538	literature
3185	3329	literature
9349	9782	literature
10868	27005	literature
2959	8202	literature;signaling
1676	27141	literature
25873	6141	complexes
1857	9209	literature
801	8721	literature;signaling
23451	6194	literature
4670	6122	complexes
7431	9823	binary;literature
1855	1857	literature;signaling
4173	4173	literature
2185	4067	literature;signaling
11224	6217	complexes
124583	9583	metabolic
4736	8335	literature
51639	51747	complexes
6615	7157	literature
4982	7057	literature;signaling
3866	3887	binary;literature;signaling
5701	5887	literature
10286	27316	complexes
4174	8554	literature
6128	6732	complexes
4316	4318	literature;signaling
4683	9656	complexes;literature;binary
10419	6157	literature
1600	170082	binary
10397	5976	literature
27316	57461	complexes
29894	5966	binary
1603	6185	complexes;metabolic
6138	6193	complexes;literature
1025	6500	literature
25862	54797	literature
5036	6141	literature
10419	3716	literature;signaling
4036	9737	literature;signaling
10772	4904	literature
7006	7006	kinase
5365	9863	binary;literature;signaling
4691	7534	literature
3628	3633	metabolic
4115	6093	binary
4067	836	literature;signaling
11269	57409	binary
3106	6227	literature
114883	9218	literature
10262	64783	complexes
49856	6748	literature
10243	140735	literature;signaling
1659	219333	literature
3713	3726	regulatory
29127	5347	literature;kinase
29979	56893	binary;literature;signaling
4487	5451	literature;signaling
488	818	kinase
558	558	literature;kinase
4831	8802	metabolic
3725	8797	regulatory
11074	7323	binary;literature
54361	6423	literature;signaling
4193	55294	literature
63967	840	literature;signaling
11283	1543	metabolic
4261	7514	literature;signaling
6601	6667	literature
51421	8379	binary;literature;signaling
1616	26135	literature;signaling
27343	7311	literature
1499	6907	literature;signaling
2353	5567	kinase
26272	8454	literature
4617	6929	literature;signaling
163050	5058	literature
2633	2633	literature
2801	2885	literature
57532	6612	literature
1838	23636	binary;literature;signaling
28977	64981	complexes
3198	353132	binary
10318	9643	binary
373	4005	binary
51552	8411	literature
1454	81610	signaling
55756	92105	complexes
51081	51373	complexes
22828	27316	complexes
1488	8715	binary;literature;signaling
353141	5013	binary
2801	4208	literature
1649	3725	literature;signaling
81631	89849	literature
6202	7307	complexes
5605	8844	binary;literature
118471	2353	regulatory
23365	8896	literature
51253	51318	complexes
2033	3212	literature;signaling
2941	2941	binary;literature
6749	728937	literature
27124	9093	binary
285753	80817	binary
56945	64976	complexes
2010	3185	literature
4133	4133	literature
10772	22907	literature
203068	83988	literature;signaling
6908	9329	complexes;literature
5336	9878	signaling
27335	896	binary;literature;signaling
3768	5566	literature;signaling
6663	7341	literature;signaling
1107	22927	binary;literature;signaling
212	8803	literature;metabolic
23495	7186	literature;signaling
23192	8408	literature
1178	5451	regulatory
10513	51162	binary
1854	23057	metabolic
7407	7534	literature
23345	56945	literature
3636	6667	regulatory
5108	55722	binary;literature;signaling
29110	4690	literature;signaling
27254	5295	binary;literature
58524	6303	binary
1861	386675	binary
386676	5359	binary
2099	6801	literature;signaling
10095	10096	complexes;literature
11100	6169	literature
10521	6625	complexes;literature;signaling
10480	3326	literature
51069	64981	complexes
129531	84936	binary
3091	3324	literature
5356	57703	complexes
10051	3981	complexes
4110	55698	binary;literature;signaling
862	9139	literature;signaling
1272	2534	literature;signaling
11331	1994	literature
10946	140890	signaling
2959	8850	complexes
2277	2277	literature
9129	9584	complexes
3565	963	literature;signaling
6171	6181	complexes
2597	27335	literature
3106	9141	literature
10992	6637	complexes;literature
63931	9641	literature
539	83878	binary
23551	7046	literature;signaling
23198	5708	literature
1457	9221	literature;signaling
2247	5806	literature;signaling
50624	5777	literature
2316	3688	binary;literature;signaling
51318	64969	complexes
6203	64223	literature
27316	56949	complexes
6627	837	literature
2643	4830	metabolic
382	8546	literature;signaling
4691	5881	literature
645455	645455	binary;literature
5987	84894	binary
26271	996	literature
29760	4673	signaling
3842	7534	literature
23209	4617	regulatory
6632	9343	complexes
11030	84058	binary
2764	6197	kinase
27429	51079	binary;literature
292	55037	literature
10943	84148	complexes;literature
2923	6774	literature;signaling
284252	9852	binary
6624	7416	literature
55815	7257	literature
4651	5584	literature
509	514	complexes
3609	8971	complexes
7432	7434	literature;signaling
1909	2767	literature;signaling
